Case Number,Block,Description,Location Description,Arrest,Year,Latitude,Longitude
G586230,015XX N LATROBE AV,GAME/DICE,ALLEY,True,2001,41.908888951,-87.75703050899999
HV215252,052XX W ADAMS ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2012,41.87845875,-87.756081223
HR324634,033XX W CRYSTAL ST,OTHER,SIDEWALK,True,2009,41.903719264,-87.710347058
HS538723,005XX N CENTRAL PARK AVE,GAME/DICE,SIDEWALK,True,2010,41.891121790999996,-87.71618424399999
HJ616366,103XX S SANGAMON ST,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2003,41.706392483,-87.64646452299999
HJ280558,019XX W LAWRENCE AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2003,41.968763943,-87.67850178100001
HK361006,100XX S LUELLA AVE,GAME/DICE,STREET,True,2004,41.712745117,-87.568201601
HY334153,002XX W 95TH ST,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2015,41.721649055,-87.62937877200001
HN320797,078XX S CALUMET AVE,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2007,41.751993213,-87.61655776799999
HJ513256,008XX E 64TH ST,ILLEGAL ILL LOTTERY,STREET,True,2003,41.778598743,-87.605578008
G234163,062XX S COTTAGE GROVE,GAME/DICE,RESIDENCE,True,2001,41.782027014,-87.60611488200001
HT375717,061XX S KIMBARK AVE,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2011,41.783334618000005,-87.594708112
HX484746,063XX S ARTESIAN AVE,GAME/DICE,SIDEWALK,True,2014,41.778508181,-87.68484048
HX474970,011XX N PINE AVE,GAME/DICE,SIDEWALK,True,2014,41.900892985,-87.763780453
HW392124,047XX W ERIE ST,GAME/DICE,SIDEWALK,True,2013,41.892286623000004,-87.744651871
HN689382,080XX S MARYLAND AVE,GAME/DICE,SIDEWALK,True,2007,41.748938757,-87.60390490200001
HM606679,059XX S ELIZABETH ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2006,41.785893320999996,-87.65587605799999
HL292735,092XX S DOBSON AVE,GAME/DICE,ALLEY,True,2005,41.726903420999996,-87.59853464
HT478888,040XX W CARROLL AVE,GAME/DICE,SIDEWALK,True,2011,41.886814899,-87.72678040299999
HK678121,078XX S ELLIS AVE,GAME/DICE,STREET,True,2004,41.752297175,-87.600359675
HR457039,062XX S RACINE AVE,GAME/DICE,PARK PROPERTY,True,2009,41.780973145,-87.65453827299999
HH289523,064XX N BELL AV,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2002,41.998302461,-87.686241061
HX405227,047XX W ADAMS ST,GAME/DICE,STREET,True,2014,41.878054754000004,-87.744077484
HH412495,030XX W LAWRENCE AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2002,41.968482208000005,-87.70518617200001
HH566985,001XX N LA CROSSE AVE,GAME/DICE,SIDEWALK,True,2002,41.883893852,-87.74662750600001
HK701309,011XX N KEELER AVE,GAME/DICE,SIDEWALK,True,2004,41.902068751,-87.73120938299999
HX372134,064XX S HONORE ST,GAME/DICE,SIDEWALK,True,2014,41.776931873,-87.670228224
HR428344,053XX W CRYSTAL ST,GAME/DICE,SIDEWALK,True,2009,41.903121956999996,-87.75895214200001
HN436712,042XX S WELLS ST,GAME/DICE,SIDEWALK,True,2007,41.817284133,-87.632378764
HV519903,057XX S RACINE AVE,GAME/DICE,PARK PROPERTY,True,2012,41.789827555,-87.654763892
HS344875,077XX S PAULINA ST,GAME/DICE,SIDEWALK,True,2010,41.753284122,-87.665941922
HS323901,029XX W MADISON ST,GAME/DICE,PARKING LOT/GARAGE(NON.RESID.),True,2010,41.881042431,-87.69960234700001
HR317334,013XX W 13TH ST,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2009,41.865187047,-87.660208706
HN600776,053XX W HURON ST,GAME/DICE,SIDEWALK,True,2007,41.892978725,-87.758301115
HV528343,058XX S WABASH AVE,GAME/DICE,SIDEWALK,True,2012,41.78855456,-87.623931704
HM509463,040XX W WASHINGTON BLVD,GAME/DICE,SIDEWALK,True,2006,41.882027029,-87.726939525
HK480974,082XX S GREEN ST,GAME/DICE,SIDEWALK,True,2004,41.744664688,-87.64508204
HH659233,070XX S WINCHESTER AVE,GAME/DICE,SIDEWALK,True,2002,41.765903775,-87.67234686299999
HN304310,108XX S DR MARTIN LUTHER KING JR DR,ILLEGAL ILL LOTTERY,STREET,True,2007,41.697738258,-87.613509835
G420953,050XX W HURON ST,GAME/DICE,SIDEWALK,True,2001,41.893216233000004,-87.752058815
HV468761,049XX W HUBBARD ST,GAME/DICE,SIDEWALK,True,2012,41.888658557,-87.748916002
HK324692,066XX S CORNELL DR,OTHER,SIDEWALK,True,2004,41.774192845,-87.585292315
HS585810,093XX S BURNSIDE AVE,GAME/DICE,SIDEWALK,True,2010,41.724043939,-87.608487125
HK581208,078XX S CORNELL AVE,GAME/DICE,SIDEWALK,True,2004,41.752790011,-87.584437765
G762015,056XX S NORMAL BL,GAME/DICE,STREET,True,2001,41.792505268,-87.63766904
HR330439,040XX W VAN BUREN ST,GAME/DICE,SIDEWALK,True,2009,41.875259203,-87.72632421799999
HL734609,080XX S COTTAGE GROVE AVE,LOTTERY/PARLAY CARDS,STREET,True,2005,41.74899896,-87.605175838
HS242228,019XX W 66TH ST,GAME/DICE,SIDEWALK,True,2010,41.773901341999995,-87.672942971
HW415083,082XX S MARYLAND AVE,GAME/DICE,SIDEWALK,True,2013,41.744816062,-87.60378667200001
HP587390,073XX S STONY ISLAND AVE,VIOL CHARITABLE GAME ACT,SIDEWALK,True,2008,41.761207281,-87.58620187
HR508715,065XX S PAULINA ST,GAME/DICE,SIDEWALK,True,2009,41.774879892,-87.66656494899999
HK157815,065XX N CLARK ST,GAME/CARDS,OTHER,True,2004,42.001048401999995,-87.671625853
HN602235,050XX S PRAIRIE AVE,ILLEGAL ILL LOTTERY,STREET,True,2007,41.803419975,-87.619443526
HK451736,064XX S COTTAGE GROVE AVE,ILLEGAL ILL LOTTERY,STREET,True,2004,41.778046293,-87.605877555
HM287350,063XX S DR MARTIN LUTHER KING JR DR,GAME/DICE,PARKING LOT/GARAGE(NON.RESID.),True,2006,41.77985292,-87.61561698700001
HW475074,017XX N MASON AVE,GAME/DICE,ABANDONED BUILDING,True,2013,41.911997289,-87.774056913
HM466527,008XX E 65TH ST,BOOKMAKING/SPORTS,SIDEWALK,True,2006,41.776797761,-87.60416489100001
HT359453,057XX S ARTESIAN AVE,GAME/DICE,STREET,True,2011,41.789198845,-87.685132436
HP346473,069XX S PEORIA ST,GAME/DICE,SIDEWALK,True,2008,41.768087313,-87.64691752200001
HR558398,0000X N LOTUS AVE,GAME/DICE,SIDEWALK,True,2009,41.881433588,-87.76158107
HN208932,010XX N LAWNDALE AVE,GAME/DICE,SIDEWALK,True,2007,41.899950867,-87.718901912
HH520453,045XX S PRINCETON AVE,GAME/DICE,STREET,True,2002,41.812320845,-87.633459981
HN501534,053XX W LE MOYNE ST,GAME/DICE,SIDEWALK,True,2007,41.907651886,-87.75879030600001
HX300592,072XX S DOBSON AVE,GAME/DICE,PARK PROPERTY,True,2014,41.763666319,-87.599423896
HP333954,025XX W NORTH AVE,GAME/AMUSEMENT DEVICE,GROCERY FOOD STORE,True,2008,41.91028387,-87.690503369
HR371577,029XX W WARREN BLVD,GAME/DICE,ALLEY,True,2009,41.881955638,-87.69998624899999
HR326191,048XX W CORTEZ ST,GAME/DICE,SIDEWALK,True,2009,41.899586321,-87.746799778
HY390327,013XX S SAWYER AVE,GAME/DICE,SIDEWALK,True,2015,41.864122570999996,-87.706821796
HN652951,012XX N BURLING ST,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2007,41.904192368000004,-87.647000785
HR387074,035XX W LEXINGTON ST,GAME/DICE,SIDEWALK,True,2009,41.871773391,-87.71438405299999
HP328500,054XX S SHORE DR,GAME/DICE,PARK PROPERTY,True,2008,41.797818324,-87.581918691
HL160629,034XX W MONROE ST,GAME/DICE,SIDEWALK,True,2005,41.879580691,-87.71182640200001
HR478386,0000X N PINE AVE,GAME/DICE,SIDEWALK,True,2009,41.880870878,-87.76320917299999
HV226703,063XX S CAMPBELL AVE,GAME/DICE,SIDEWALK,True,2012,41.778435506,-87.686065751
HH276060,029XX S DEARBORN ST,GAME/DICE,CHA HALLWAY/STAIRWELL/ELEVATOR,True,2002,41.841289747,-87.628142362
HH685667,034XX W CHICAGO AVE,BOOKMAKING/SPORTS,STREET,True,2002,41.895490498,-87.713104635
HW233273,034XX W DOUGLAS BLVD,GAME/DICE,PARK PROPERTY,True,2013,41.862896076999995,-87.71140063
HX233537,054XX S LAFLIN ST,GAME/DICE,SIDEWALK,True,2014,41.795181344,-87.66218492
HP408101,004XX W 60TH ST,GAME/DICE,STREET,True,2008,41.785287668,-87.63674240200001
HJ580476,015XX E 67TH PL,GAME/DICE,SIDEWALK,True,2003,41.772408254,-87.58812482100001
HJ795755,062XX S STONY ISLAND AVE,GAME/DICE,PARK PROPERTY,True,2003,41.78210152,-87.586502002
HZ480474,031XX W MONROE ST,GAME/DICE,SIDEWALK,True,2016,41.879672237,-87.703945255
HR202194,004XX N LECLAIRE AVE,GAME/DICE,SIDEWALK,True,2009,41.888442845,-87.75291740200001
HV197217,042XX W THOMAS ST,GAME/DICE,SIDEWALK,True,2012,41.900736269,-87.73301446100001
HV610638,096XX S MICHIGAN AVE,GAME/DICE,ALLEY,True,2012,41.719042279,-87.620528347
HP573672,002XX S LAVERGNE AVE,GAME/DICE,SIDEWALK,True,2008,41.878092570999996,-87.749331743
HT433444,065XX S MARSHFIELD AVE,GAME/DICE,OTHER,True,2011,41.774878375,-87.665358824
HS416191,018XX S KOMENSKY AVE,GAME/DICE,SIDEWALK,True,2010,41.855762754000004,-87.72608648100001
HL723601,062XX S HONORE ST,GAME/DICE,SIDEWALK,True,2005,41.780409278,-87.670295058
G404472,001XX N LACROSSE AV,GAME/DICE,SIDEWALK,True,2001,41.884081259,-87.746783701
HJ281622,027XX N LEAVITT ST,BOLITA OR BOLI PUL/OFFICE,RESIDENCE,True,2003,41.931017098000005,-87.680394757
HZ323455,004XX E 43RD ST,OTHER,SIDEWALK,True,2016,41.81667031,-87.614758505
HM269755,064XX S RICHMOND ST,GAME/DICE,SIDEWALK,True,2006,41.776781366,-87.696992972
HH259359,039XX W 63 ST,GAME/CARDS,RESTAURANT,True,2002,41.77867813,-87.721322129
HV398795,012XX S LAWNDALE AVE,GAME/DICE,SIDEWALK,True,2012,41.865381336999995,-87.717830604
HM593727,055XX W ADAMS ST,GAME/DICE,SIDEWALK,True,2006,41.878364274,-87.763539901
HS208702,067XX S RHODES AVE,GAME/DICE,ALLEY,True,2010,41.77237826,-87.611799766
HS398392,007XX N CHRISTIANA AVE,GAME/DICE,SIDEWALK,True,2010,41.894687135,-87.710192429
HN252857,022XX S WENTWORTH AVE,GAME/CARDS,OTHER,True,2007,41.851659133000005,-87.631985232
HH654172,007XX S CENTRAL PARK AVE,GAME/DICE,SIDEWALK,True,2002,41.872186102,-87.715602728
HK127805,061XX N MILWAUKEE AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2004,41.993293449,-87.784024731
HN330848,070XX S EAST END AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2007,41.767351647,-87.582816839
G727840,033XX W FOSTER AV,GAME/CARDS,OTHER,True,2001,41.97580375,-87.71326376299999
G373146,032XX W ARMITAGE AV,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2001,41.917281026,-87.707779164
HT504422,050XX W THOMAS ST,GAME/DICE,SIDEWALK,True,2011,41.900449916,-87.752573591
HS273033,064XX N CLARK ST,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2010,41.998469223,-87.670736531
G187415,040XX S STATE ST,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2001,41.820775594000004,-87.626232309
HN699608,085XX S MANISTEE AVE,GAME/DICE,ALLEY,True,2007,41.740336364,-87.557552365
HP488389,078XX S PAULINA ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2008,41.751557695,-87.665897504
HR439812,062XX S CAMPBELL AVE,GAME/DICE,SIDEWALK,True,2009,41.780277215,-87.686116892
HJ333509,039XX W GRENSHAW ST,GAME/DICE,SIDEWALK,True,2003,41.867101911999995,-87.72347532399999
HH412501,060XX N MILWAUKEE AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2002,41.99156494,-87.782376912
HM546637,097XX S YATES AVE,GAME/DICE,PARK PROPERTY,True,2006,41.718237486,-87.564649421
HY142596,052XX N KEDZIE AVE,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2015,41.97637449,-87.70869797799999
HX277638,007XX E 92ND PL,GAME/DICE,STREET,True,2014,41.726596765,-87.60597835600001
HM541811,009XX W 54TH ST,GAME/DICE,SIDEWALK,True,2006,41.795999418,-87.648284712
HK301110,024XX W GEORGE ST,WIREROOM/SPORTS,RESIDENCE,True,2004,41.933977584000004,-87.68904534
HN533510,015XX S KEELER AVE,GAME/DICE,SIDEWALK,True,2007,41.859890885,-87.729876215
HX382827,0000X N KEELER AVE,GAME/DICE,SIDEWALK,True,2014,41.880997916,-87.73058468
HS328034,011XX N LECLAIRE AVE,GAME/DICE,SIDEWALK,True,2010,41.900974974,-87.753296145
HJ382874,024XX W DIVERSEY AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2003,41.932159362,-87.688769632
HR163486,007XX N LATROBE AVE,GAME/DICE,SIDEWALK,True,2009,41.89390692,-87.756786905
HR471218,050XX S DR MARTIN LUTHER KING JR DR,GAME/DICE,STREET,True,2009,41.802774656,-87.616292828
HV528740,012XX N CENTRAL AVE,GAME/DICE,SIDEWALK,True,2012,41.902532396,-87.765665023
HH369469,016XX N CALIFORNIA AVE,BOLITA OR BOLI PUL/RUNNER,STREET,True,2002,41.910676878000004,-87.69701315299999
HL517660,093XX S HARVARD AVE,GAME/DICE,SIDEWALK,True,2005,41.725647032,-87.63199100799999
HL657578,041XX W FIFTH AVE,GAME/DICE,STREET,True,2005,41.872222885,-87.728181426
HH856088,077XX S WINCHESTER AVE,BOOKMAKING/SPORTS,SIDEWALK,True,2002,41.753138035,-87.672001423
HN310921,037XX W THOMAS ST,GAME/DICE,SIDEWALK,True,2007,41.900904508,-87.71967518
HM250302,053XX S LAFLIN ST,GAME/DICE,SIDEWALK,True,2006,41.796712904,-87.66222761700001
HK247388,013XX S LOOMIS ST,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2004,41.864744605,-87.66150928399999
HM326898,045XX W JACKSON BLVD,GAME/DICE,SIDEWALK,True,2006,41.87692637,-87.738657089
HP360023,070XX S CRANDON AVE,GAME/CARDS,RESIDENCE PORCH/HALLWAY,False,2008,41.767718802,-87.569817775
HJ529011,055XX S MARSHFIELD AVE,GAME/DICE,SIDEWALK,True,2003,41.793284058000005,-87.665783832
HL547717,076XX N ASHLAND AVE,GAME/DICE,PARK PROPERTY,True,2005,42.02025525,-87.67072752600001
HK468081,079XX S MARYLAND AVE,GAME/DICE,SIDEWALK,True,2004,41.75056364,-87.603945142
HK446117,051XX W CHICAGO AVE,GAME/DICE,SIDEWALK,True,2004,41.89495505,-87.75402644100001
HL113407,077XX S PEORIA ST,GAME/DICE,RESIDENCE,True,2005,41.753271303000005,-87.64653667
HH483179,007XX W 68TH ST,GAME/DICE,SIDEWALK,True,2002,41.770669883000004,-87.643741033
HV347915,061XX S BISHOP ST,GAME/DICE,SIDEWALK,True,2012,41.78248273,-87.66064176299999
HV142577,065XX S HERMITAGE AVE,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2012,41.775032345999996,-87.667773179
HV497715,012XX S LAWNDALE AVE,GAME/DICE,SIDEWALK,True,2012,41.865381336999995,-87.717830604
HS328189,040XX S ELLIS AVE,GAME/DICE,PARK PROPERTY,True,2010,41.820773456,-87.603082874
HX325727,071XX S SEELEY AVE,GAME/DICE,SIDEWALK,True,2014,41.763916833,-87.674724146
HM798830,050XX S JUSTINE ST,GAME/DICE,ALLEY,True,2006,41.802439946999996,-87.66359090899999
HT459374,070XX S EAST END AVE,GAME/DICE,SIDEWALK,True,2011,41.767351647,-87.582816839
HV398556,0000X N LECLAIRE AVE,GAME/DICE,RESIDENCE,True,2012,41.880815147,-87.75263391
HT474874,0000X S WHIPPLE ST,GAME/DICE,SIDEWALK,True,2011,41.880542651999995,-87.702034556
HW300336,013XX S SPRINGFIELD AVE,OTHER,SIDEWALK,True,2013,41.863659027,-87.722660006
HN458466,050XX W WASHINGTON BLVD,GAME/DICE,SIDEWALK,True,2007,41.881744562,-87.750833465
HM419018,068XX S WOOD ST,GAME/DICE,SIDEWALK,True,2006,41.769563446,-87.66880481
HS555054,054XX W CHICAGO AVE,GAME/DICE,SIDEWALK,True,2010,41.894874653,-87.76263287399999
HN317337,048XX N SHERIDAN RD,GAME/DICE,SIDEWALK,True,2007,41.970308806999995,-87.654852159
HH191127,052XX W POTOMAC AV,GAME/CARDS,RESIDENCE PORCH/HALLWAY,True,2002,41.904040084,-87.75761779
HT321101,040XX W MONROE ST,GAME/DICE,SIDEWALK,True,2011,41.879749600000004,-87.72647634299999
G162793,047XX S COTTAGE GROVE AV,ILLEGAL ILL LOTTERY,STREET,True,2001,41.809484595,-87.60671408799999
G093001,079XX S CARPENTER ST,GAME/DICE,STREET,True,2001,41.749495161999995,-87.65022323299999
HP494375,084XX S MUSKEGON AVE,GAME/CARDS,SIDEWALK,True,2008,41.742002405,-87.555154245
HS268696,049XX W IOWA ST,GAME/DICE,SIDEWALK,True,2010,41.896811814,-87.74893717200001
HY258797,001XX W 112TH ST,GAME/DICE,SIDEWALK,True,2015,41.69073279,-87.626461055
HS432460,030XX W WALNUT ST,GAME/DICE,SIDEWALK,True,2010,41.885441069,-87.702522505
HV324786,062XX S CAMPBELL AVE,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2012,41.780483067,-87.686122155
HT454944,073XX S PERRY AVE,GAME/DICE,OTHER,True,2011,41.761235911,-87.628070255
HJ763483,068XX S EAST END AVE,GAME/DICE,SIDEWALK,True,2003,41.770719754,-87.58378935
HL663553,014XX S KOMENSKY AVE,GAME/DICE,SIDEWALK,True,2005,41.861600704000004,-87.726258852
HW425919,072XX S JEFFERY BLVD,GAME/DICE,SIDEWALK,True,2013,41.763175555,-87.576234786
HN399351,100XX S LUELLA AVE,GAME/DICE,STREET,True,2007,41.712835696999996,-87.56820419
HM410956,057XX W ERIE ST,BOOKMAKING/HORSES,ALLEY,True,2006,41.891946099,-87.768649243
HT523526,051XX W MADISON ST,GAME/DICE,SIDEWALK,True,2011,41.880395743,-87.753269311
G232010,052XX W FERDINAND ST,GAME/DICE,SIDEWALK,True,2001,41.889043484,-87.75611448
HY356749,059XX S ABERDEEN ST,GAME/DICE,SIDEWALK,True,2015,41.786277988,-87.652241946
HJ661803,050XX W MADISON ST,GAME/DICE,SIDEWALK,True,2003,41.880417533,-87.75160931799999
HM583413,062XX S HONORE ST,GAME/DICE,SIDEWALK,True,2006,41.780711196,-87.67030294700001
HR502712,044XX W MAYPOLE AVE,GAME/DICE,SIDEWALK,True,2009,41.884560826,-87.736004635
HS211241,064XX N CLARK ST,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2010,41.99827946,-87.67066492200001
HN212407,067XX S HALSTED ST,ILLEGAL ILL LOTTERY,STREET,True,2007,41.772016903,-87.64458443
G007491,012XX S RACINE AV,BOOKMAKING/HORSES,CHA HALLWAY/STAIRWELL/ELEVATOR,True,2001,41.866732386,-87.656528513
HL521826,070XX S PAXTON AVE,GAME/DICE,SIDEWALK,True,2005,41.766244623,-87.571396792
HK752105,012XX N KILDARE AVE,GAME/DICE,SIDEWALK,True,2004,41.903876619,-87.733719736
HR298013,063XX S EBERHART AVE,GAME/DICE,SIDEWALK,True,2009,41.779475489,-87.613190413
HW330746,063XX S ARTESIAN AVE,GAME/DICE,ABANDONED BUILDING,True,2013,41.778434068,-87.68483756
HN350809,110XX S VERNON AVE,GAME/DICE,SIDEWALK,True,2007,41.693654607,-87.61218232
HV236308,055XX S DR MARTIN LUTHER KING JR DR,GAME/DICE,ALLEY,True,2012,41.79364781,-87.61595450600001
G219384,058XX N MILWAUKEE AV,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2001,41.988106136,-87.77929489600001
HV331712,109XX S RACINE AVE,OTHER,SIDEWALK,True,2012,41.694323904,-87.652162085
HK555900,010XX N LAWLER AVE,GAME/DICE,SIDEWALK,True,2004,41.899096987,-87.752027525
HJ704225,071XX S ROCKWELL ST,GAME/DICE,SIDEWALK,True,2003,41.763937943,-87.68811752100001
HH222353,037XX W ARMITAGE AV,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2002,41.91723409,-87.720962732
HN340009,007XX N TRUMBULL AVE,GAME/DICE,SIDEWALK,True,2007,41.894420385,-87.71262281799999
G506221,105XX S PARNELL AV,ILLEGAL ILL LOTTERY,STREET,True,2001,41.701902095,-87.636778901
HK270704,046XX S DREXEL BLVD,GAME/DICE,SIDEWALK,True,2004,41.810707298000004,-87.603919835
HS209268,049XX W HURON ST,GAME/DICE,SIDEWALK,True,2010,41.893134362,-87.748904585
HX445511,078XX S HERMITAGE AVE,GAME/DICE,STREET,True,2014,41.751468669,-87.667107794
HN614161,007XX N CHRISTIANA AVE,GAME/DICE,SIDEWALK,True,2007,41.894687135,-87.710192429
HL368453,115XX S MICHIGAN AVE,GAME/DICE,SIDEWALK,True,2005,41.684992236999996,-87.62077983100001
HJ685412,031XX N AUSTIN AVE,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2003,41.937937943,-87.77620095399999
HN554028,046XX S COTTAGE GROVE AVE,OTHER,STREET,True,2007,41.81035919,-87.606583156
HW441683,016XX N LUNA AVE,GAME/DICE,SIDEWALK,True,2013,41.910000628,-87.764235875
HH560440,027XX N LARAMIE AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2002,41.930812193,-87.75639956200001
HP331443,011XX S FRANCISCO AVE,GAME/DICE,SIDEWALK,True,2008,41.867347295,-87.69836820399999
HM565948,009XX W 61ST ST,GAME/DICE,SIDEWALK,True,2006,41.783325179,-87.64901729
HL756459,007XX N SPRINGFIELD AVE,GAME/DICE,SIDEWALK,True,2005,41.894556091,-87.723610888
HR523237,012XX S AVERS AVE,GAME/DICE,SIDEWALK,True,2009,41.865409127,-87.72149057799999
HV432322,016XX N LECLAIRE AVE,GAME/DICE,SIDEWALK,True,2012,41.91081825,-87.752692699
HX272622,073XX S MAY ST,GAME/DICE,SIDEWALK,True,2014,41.760553422,-87.652781606
HP635255,009XX N ST LOUIS AVE,GAME/DICE,SIDEWALK,True,2008,41.897761801,-87.71394951100001
HJ848101,057XX S ELIZABETH ST,GAME/DICE,STREET,True,2003,41.789793556,-87.65597800399999
HJ617887,007XX N HOMAN AVE,GAME/DICE,STREET,True,2003,41.89413383,-87.71139517200001
HL553814,052XX W IOWA ST,GAME/DICE,SIDEWALK,True,2005,41.896752436999996,-87.756188316
HR655170,050XX W ARMITAGE AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2009,41.91684954,-87.75258659200001
HV514315,010XX N MONTICELLO AVE,GAME/DICE,SIDEWALK,True,2012,41.899590268000004,-87.71767117
HM296744,056XX S BISHOP ST,GAME/DICE,SIDEWALK,True,2006,41.791803761,-87.66088535
HV602256,048XX W MONROE ST,GAME/DICE,SIDEWALK,True,2012,41.879494129,-87.74595537299999
HJ537814,066XX S MARSHFIELD AVE,GAME/DICE,SIDEWALK,True,2003,41.773409945,-87.66531907
HS389319,039XX W THOMAS ST,GAME/DICE,SIDEWALK,True,2010,41.90085568,-87.72545739600001
HJ466315,075XX S DORCHESTER AVE,GAME/DICE,STREET,True,2003,41.758267684,-87.59078805799999
HV320723,002XX N LECLAIRE AVE,GAME/DICE,SIDEWALK,True,2012,41.884723688,-87.752778464
HV434560,047XX W HURON ST,GAME/DICE,SIDEWALK,True,2012,41.893187497,-87.74426529600001
HK351340,075XX S RIDGELAND AVE,GAME/DICE,ALLEY,True,2004,41.758203946,-87.582249051
HJ613530,044XX N SHERIDAN RD,BOOKMAKING/SPORTS,SMALL RETAIL STORE,True,2003,41.962166178000004,-87.65475471299999
HV277106,078XX S BENNETT AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2012,41.752641061,-87.5784512
HR273374,055XX W NORTH AVE,GAME/DICE,SIDEWALK,True,2009,41.909392126,-87.76438088299999
HS309681,016XX W HOWARD ST,GAME/DICE,PARK PROPERTY,True,2010,42.019371503,-87.671181992
HM698271,008XX E 90TH PL,GAME/DICE,SIDEWALK,True,2006,41.730277271999995,-87.603874266
HJ494233,052XX W FERDINAND ST,GAME/DICE,STREET,True,2003,41.88893074,-87.756614969
HT478838,003XX S SPAULDING AVE,GAME/DICE,SIDEWALK,True,2011,41.876557346,-87.70843716600001
HL323785,063XX N WESTERN AVE,GAME/CARDS,RESTAURANT,True,2005,41.996459403,-87.689842859
G748690,013XX W ADDISON ST,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2001,41.946963434000004,-87.66366466299999
G633198,040XX W 63 ST,WIREROOM/SPORTS,OTHER,True,2001,41.778521529,-87.72490558700001
HN462621,066XX S GREEN ST,GAME/DICE,SIDEWALK,True,2007,41.773671037,-87.645846171
HS415547,085XX S GIVINS CT,GAME/DICE,SIDEWALK,True,2010,41.739134999,-87.642810754
HN484089,078XX S CORNELL AVE,GAME/DICE,SIDEWALK,True,2007,41.752455136,-87.584426999
HJ147805,049XX N SHERIDAN RD,WIREROOM/SPORTS,OTHER,True,2003,41.972331591,-87.65490424
HP610868,057XX S LAFLIN ST,GAME/DICE,SIDEWALK,True,2008,41.789615049,-87.66203397
HM492463,030XX W NORTH AVE,GAME/DICE,PARK PROPERTY,True,2006,41.910168393,-87.70283752799999
HL218066,051XX W CHICAGO AVE,GAME/DICE,GROCERY FOOD STORE,True,2005,41.89494748,-87.754702331
HN551480,014XX W 58TH ST,GAME/DICE,SIDEWALK,True,2007,41.788613959,-87.661193702
HH283759,047XX N KIMBALL AV,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2002,41.967483718000004,-87.71333709999999
HM375522,011XX N LAWNDALE AVE,BOOKMAKING/SPORTS,SIDEWALK,True,2006,41.901422057,-87.71895392799999
HP524133,092XX S DOBSON AVE,GAME/DICE,SIDEWALK,True,2008,41.726716775,-87.59852944
G678686,079XX S DREXEL AV,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2001,41.749748071,-87.60256913799999
HL298935,014XX S DRAKE AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2005,41.861963739000004,-87.71407118
HP411834,066XX S OAKLEY AVE,GAME/DICE,SIDEWALK,True,2008,41.773071434,-87.680910326
